IdSensore,Tipologia,Unità.DiMisura,IdStazione,NomeStazione,Quota,Provincia,DataStart,DataStop,Storico,lng,lat,NomeProvincia
2084,Radiazione Globale,W/m²,106,Varzi Nivione,500,PV,12/09/2003,,N,9.17949163,44.80739989,Pavia
8145,Temperatura,°C,889,Torre Boldone,311,BG,21/11/2001,,N,9.71018546,45.71897778,Bergamo
8020,Altezza Neve,cm,846,Edolo Pantano d`Avio,2108,BS,01/05/1993,,N,10.47282844,46.17700799,Brescia
14648,Umidità Relativa,%,1382,Veddasca Monte Cadrigna,1302,VA,19/07/2013,,N,8.76881513,46.07182708,Varese
14178,Altezza Neve,cm,1342,Ponte in Valtellina Lago Reguzzo,2440,SO,13/10/2012,,N,9.96999939,46.09651358,Sondrio
5857,Precipitazione,mm,594,Bergamo v.Goisis,290,BG,09/07/1996,,N,9.68896994,45.71591825,Bergamo
9113,Precipitazione,mm,1221,Casnigo Campo Sportivo,502,BG,18/02/2004,,N,9.86559107,45.81136488,Bergamo
14384,Precipitazione,mm,1360,Clusone SP 671,564,BG,21/11/2012,,N,9.93314133,45.88094706,Bergamo
9024,Temperatura,°C,1221,Casnigo Campo Sportivo,502,BG,18/02/2004,,N,9.86559107,45.81136488,Bergamo
19428,Precipitazione,mm,1657,Mariano Comense campo sportivo,255,CO,11/10/2017,,N,9.177773,45.684884,Como
7028,Radiazione Globale,W/m²,687,Ferno v.Di Dio,215,VA,21/11/2006,,N,8.75697656,45.61924753,Varese
2441,Precipitazione,mm,132,Bergamo v.Stezzano,211,BG,15/10/1990,,N,9.65876847,45.66051928,Bergamo
9123,Precipitazione,mm,1209,Rota d'Imagna,674,BG,02/01/2004,,N,9.51135208,45.83984475,Bergamo
117,Altezza Neve,cm,58,Carona Lago Fregabolgia,1955,BG,01/12/2001,,N,9.86305936,46.02444861,Bergamo
17527,Radiazione Globale,W/m²,874,Sarnico v. Roma,197,BG,21/10/2018,,N,9.95688896,45.66594103,Bergamo
53,Temperatura,°C,28,Chiesa in Valmalenco Alpe Entova,1905,SO,28/10/1989,,N,9.83412892,46.32141817,Sondrio
2434,Umidità Relativa,%,132,Bergamo v.Stezzano,211,BG,01/01/1993,,N,9.65876847,45.66051928,Bergamo
17612,Altezza Neve,cm,1545,San Siro Alpe Rescascìa,1285,CO,07/11/2019,,N,9.2383327,46.0719452,Como
10376,Precipitazione,mm,706,Lecco v.Sora,272,LC,22/07/2008,,N,9.39995481,45.86375372,Lecco
32262,Umidità Relativa,%,833,Gerola Alta Pescegallo,1875,SO,27/10/2016,,N,9.57112074,46.0261969,Sondrio
17451,Temperatura,°C,1871,Tavernola Bergamasca Gallinarga,185,BG,27/11/2018,,N,10.05422004,45.6963302,Bergamo
14399,Temperatura,°C,1365,Bione,911,BS,18/11/2012,,N,10.32736288,45.66721826,Brescia
14018,Precipitazione,mm,1077,Oltre il Colle Zambla,1138,BG,13/01/2012,,N,9.78893967,45.89119304,Bergamo
10554,Precipitazione,mm,554,Saronno v.Santuario,212,VA,06/07/2010,,N,9.02640138,45.62735705,Varese
17443,Temperatura,°C,1692,Bienno Piazze,472,BS,13/07/2018,,N,10.29124095,45.92751023,Brescia
9391,Umidità Relativa,%,1218,Ardesio Valcanale,1002,BG,18/12/2008,,N,9.863434,45.95056364,Bergamo
17473,Radiazione Globale,W/m²,1679,Sormano rifugio Alpetto,1158,CO,26/09/2018,,N,9.23506881,45.90514139,Como
17583,Umidità Relativa,%,847,Carona Carisole,1954,BG,20/08/2016,,N,9.79379959,46.03852339,Bergamo
14364,Altezza Neve,cm,1359,Breno Lago Della Vacca,2410,BS,09/12/2012,,N,10.4427287,45.95749967,Brescia
17565,Radiazione Globale,W/m²,1879,Montichiari Boschetti,92,BS,13/12/2018,,N,10.41406192,45.40275984,Brescia
14238,Umidità Relativa,%,1345,Piazzatorre,966,BG,13/10/2012,,N,9.69328479,45.99338359,Bergamo
17432,Temperatura,°C,1862,Broni,77,PV,22/03/2018,,N,9.22386082,45.04448039,Pavia
14518,Temperatura,°C,1372,Garzeno,581,CO,25/07/2013,,N,9.2478209,46.1321526,Como
14320,Umidità Relativa,%,823,Piazza Brembana vivaio,510,BG,21/10/2012,,N,9.67277767,45.94611233,Bergamo
9119,Precipitazione,mm,1218,Ardesio Valcanale,1002,BG,01/01/2004,,N,9.863434,45.95056364,Bergamo
2361,Temperatura,°C,125,Castello d'Agogna,106,PV,01/01/1993,,N,8.70057165,45.24680044,Pavia
2417,Precipitazione,mm,130,Brescia ITAS Pastori,149,BS,11/10/1990,,N,10.26138219,45.52614578,Brescia
4045,Radiazione Globale,W/m²,145,Darfo Boario Terme,222,BS,06/06/2002,18/07/2023,S,10.1773568,45.8746021,Brescia
8111,Precipitazione,mm,818,Gera Lario Fuentes,199,CO,01/01/1998,,N,9.41227503,46.15033242,Como
56,Temperatura,°C,33,Lanzada Ganda,988,SO,10/11/1989,,N,9.884505,46.270224,Sondrio
