IdSensore,Tipologia,Unità DiMisura,IdStazione,NomeStazione,Quota,Provincia,DataStart,DataStop,Storico,UTM_Nord,UTM_Est,lng,lat,Location
11812,Velocità Vento,m/s,141,Vertemate con Minoprio serre,310,CO,26/01/2012,,N,5062832,506653,9.0854885,45.71901089,POINT (9.0854885 45.71901089)
5858,Precipitazione,mm,596,Osio Sotto v.per Levate,182,BG,04/04/2000,,N,5052072,547691,9.61173782,45.62055568,POINT (9.61173782 45.62055568)
3,Livello Idrometrico,cm,3,Sondalo Le Prese,950,SO,24/11/1987,,N,5133847,604242,10.35482014,46.35017631,POINT (10.35482014 46.35017631)
14180,Radiazione Globale,W/m²,1342,Ponte in Valtellina Lago Reguzzo,2440,SO,13/10/2012,,N,5105228,574978,9.96999939,46.09651358,POINT (9.96999939 46.09651358)
8219,Precipitazione,mm,897,Busto Arsizio v.Rossini,242,VA,26/03/2003,,N,5052553,486271,8.82388414,45.62639047,POINT (8.82388414 45.62639047)
2153,Direzione Vento,°,111,Cassina Valsassina Moggio,1234,LC,28/02/2003,,N,5084512,538583,9.49750222,45.91309369,POINT (9.49750222 45.91309369)
19343,Umidità Relativa,%,1556,Prata Camportaccio Pratella,1035,SO,03/12/2015,,N,5126642,531883,9.413906,46.292608,POINT (9.413906 46.292608)
32363,Radiazione Globale,W/m²,832,Lanzada Palù,2151,SO,12/10/2017,,N,5126972,568128,9.88452786,46.2929069,POINT (9.88452786 46.2929069)
11758,Velocità Vento,m/s,846,Edolo Pantano d`Avio,2108,BS,01/05/1993,,N,5114768,613679,10.47282844,46.17700799,POINT (10.47282844 46.17700799)
9760,Direzione Vento,°,847,Carona Carisole,1954,BG,01/07/1993,,N,5098634,561423,9.79379959,46.03852339,POINT (9.79379959 46.03852339)
9094,Precipitazione,mm,1214,Oltre il Colle Acquedotto,1084,BG,01/01/2004,17/01/2012,S,5082095,559544,9.76747367,45.88984764,POINT (9.76747367 45.88984764)
12724,Precipitazione,mm,1899,Bereguardo Fornasetta,95,PV,11/08/2020,,N,5012143,501719,9.02191087,45.26278148,POINT (9.02191087 45.26278148)
2117,Direzione Vento,°,108,Samolaco v.Vignola,206,SO,27/07/1994,,N,5120369,532896,9.42666579,46.23610858,POINT (9.42666579 46.23610858)
6071,Direzione Vento,°,572,Morbegno v.Cortivacci,262,SO,13/12/1999,29/09/2015,S,5108901,543736,9.56624,46.135486,POINT (9.56624 46.135486)
8098,Precipitazione,mm,823,Piazza Brembana vivaio,510,BG,01/01/1998,,N,5088280,552145,9.67277767,45.94611233,POINT (9.67277767 45.94611233)
17504,Direzione Vento,°,817,Pavia SS 35,71,PV,21/10/2018,,N,5003026,511523,9.14666412,45.18062204,POINT (9.14666412 45.18062204)
9003,Temperatura,°C,1212,Castione della Presolana,1180,BG,01/01/2004,,N,5086647,582441,10.06332908,45.92845581,POINT (10.06332908 45.92845581)
4041,Precipitazione,mm,144,Madesimo Spluga,1915,SO,19/11/2000,,N,5146513,526726,9.34812808,46.47166446,POINT (9.34812808 46.47166446)
2328,Umidità Relativa,%,123,Cavenago d'Adda,67,LO,08/08/2002,,N,5013018,544138,9.56265997,45.26927396,POINT (9.56265997 45.26927396)
24408,Temperatura,°C,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.93587297,45.74415628,POINT (9.93587297 45.74415628)
5871,Temperatura,°C,564,Erba v. Battisti,279,CO,21/02/2009,,N,5072803,517232,9.2217792,45.8085738,POINT (9.2217792 45.8085738)
22272,Precipitazione,mm,1912,Seveso v. Europa Unita,208,MB,25/07/2023,,N,5054459,511342,0,0,POINT (0 0)
6819,Precipitazione,mm,656,Gambara v.Parma,47,BS,01/01/1990,,N,5011493,601945,10.29913,45.24955194,POINT (10.29913 45.24955194)
14351,Umidità Relativa,%,1359,Breno Lago Della Vacca,2410,BS,09/12/2012,,N,5090337,611798,10.4427287,45.95749967,POINT (10.4427287 45.95749967)
4058,Temperatura,°C,147,Cinisello Balsamo Parco Nord,142,MI,30/05/2002,,N,5043257,516051,9.20560341,45.54266467,POINT (9.20560341 45.54266467)
4018,Umidità Relativa,%,142,Caiolo,274,SO,24/05/2002,,N,5111566,561195,9.79251888,46.15492316,POINT (9.79251888 46.15492316)
19356,Precipitazione,mm,1561,Porto Ceresio campo sportivo,275,VA,23/12/2016,,N,5082687,491668,8.89259411,45.89770026,POINT (8.89259411 45.89770026)
9321,Velocità Vento,m/s,625,Casalmaggiore v.Volta,23,CR,20/01/2004,21/02/2007,S,4981793,612537,10.42738161,44.98066517,POINT (10.42738161 44.98066517)
2471,Temperatura,°C,135,Vertemate con Minoprio villa,322,CO,02/01/1992,22/07/2010,S,5062757,506658,10.204777,45.851052,POINT (10.204777 45.851052)
6800,Direzione Vento,°,654,Sarezzo v.Minelli,269,BS,01/01/1990,10/12/2018,S,5055826,593900,10.20509022,45.64962671,POINT (10.20509022 45.64962671)
5080,Livello Idrometrico,cm,1088,Ottobiano via Manzoni,93,PV,24/07/2020,,N,4999560,486707,8.83089984,45.14939126,POINT (8.83089984 45.14939126)
22324,Livello Idrometrico,cm,1914,Trescore Balneario V. Cherio,251,BG,10/10/2023,,N,5060005,566109,0,0,POINT (0 0)
10382,Radiazione Globale,W/m²,706,Lecco v.Sora,272,LC,31/07/2008,,N,5078987,531045,9.39995481,45.86375372,POINT (9.39995481 45.86375372)
14130,Temperatura,°C,1329,Lavena Ponte Tresa via della Boschiva,269,VA,18/04/2012,,N,5090913,488398,8.85024227,45.9716903,POINT (8.85024227 45.9716903)
5048,Precipitazione,mm,163,Padenghe sul Garda,129,BS,21/04/2004,25/08/2008,S,5040086,617699,10.50664161,45.50437431,POINT (10.50664161 45.50437431)
7043,Precipitazione,mm,695,Ponti sul Mincio v.San Martino,113,MN,19/12/2006,,N,5030184,631718,10.68336214,45.41277633,POINT (10.68336214 45.41277633)
9086,Livello Idrometrico,cm,1236,Porlezza Ponte Cuccio,304,CO,08/01/2004,14/12/2010,S,5098356,510909,9.14099594,46.03869656,POINT (9.14099594 46.03869656)
8021,Precipitazione,mm,846,Edolo Pantano d`Avio,2108,BS,01/05/1993,,N,5114768,613679,10.47282844,46.17700799,POINT (10.47282844 46.17700799)
2123,Umidità Relativa,%,109,Sant'Angelo Lodigiano,60,LO,11/03/1993,,N,5011978,529787,9.37965968,45.26066731,POINT (9.37965968 45.26066731)
6044,Direzione Vento,°,502,Milano v.Juvara,122,MI,01/01/1999,,N,5035546,517377,9.22231536,45.47322769,POINT (9.22231536 45.47322769)
2527,Umidità Relativa,%,139,Virgilio Mantova Cerese,19,MN,26/09/2003,19/09/2018,S,4997294,641005,9.378006,46.107976,POINT (9.378006 46.107976)
8150,Precipitazione,mm,884,Cuveglio,294,VA,06/07/2000,,N,5083338,480047,8.74277458,45.90332947,POINT (8.74277458 45.90332947)
2147,Umidità Relativa,%,111,Cassina Valsassina Moggio,1234,LC,01/01/2002,,N,5084512,538583,9.49750222,45.91309369,POINT (9.49750222 45.91309369)
6160,Umidità Relativa,%,582,Bergamo v.S.Giorgio,249,BG,01/12/1989,14/04/2010,S,5058641,552746,9.67729786,45.67931931,POINT (9.67729786 45.67931931)
2152,Precipitazione,mm,111,Cassina Valsassina Moggio,1234,LC,01/01/2002,,N,5084512,538583,9.49750222,45.91309369,POINT (9.49750222 45.91309369)
2089,Precipitazione,mm,106,Varzi Nivione,500,PV,15/05/2001,,N,4961571,514194,9.17949163,44.80739989,POINT (9.17949163 44.80739989)
12754,Umidità Relativa,%,28,Chiesa in Valmalenco Alpe Entova,1905,SO,18/11/2020,,N,5130098,564213,9.83412892,46.32141817,POINT (9.83412892 46.32141817)
8169,Precipitazione,mm,820,Pisogne,842,BS,21/11/2001,,N,5074267,589881,10.1569491,45.81611569,POINT (10.1569491 45.81611569)
9392,Umidità Relativa,%,1214,Oltre il Colle Acquedotto,1084,BG,04/02/2009,16/01/2012,S,5082095,559544,9.76747367,45.88984764,POINT (9.76747367 45.88984764)
9109,Precipitazione,mm,1222,Cavargna,1100,CO,09/04/2004,,N,5104225,508568,9.11084686,46.09155206,POINT (9.11084686 46.09155206)
14065,Velocità Vento,m/s,1324,Limone sul Garda,75,BS,13/03/2012,,N,5074143,639088,10.79005556,45.80683333,POINT (10.79005556 45.80683333)
14446,Umidità Relativa,%,1366,Porlezza torrente,291,CO,12/12/2012,,N,5098254,510895,9.14079938,46.03777316,POINT (9.14079938 46.03777316)
12745,Altezza Neve,cm,857,Santa Margherita di Staffora Passo del Giovà,1363,PV,01/12/2020,,N,4947846,517168,9.21663743,44.6837785,POINT (9.21663743 44.6837785)
14554,Direzione Vento,°,1376,Puegnago del Garda,291,BS,19/04/2013,,N,5048460,617051,10.5003309,45.5798378,POINT (10.5003309 45.5798378)
4034,Temperatura,°C,144,Madesimo Spluga,1915,SO,19/11/2000,,N,5146513,526726,9.34812808,46.47166446,POINT (9.34812808 46.47166446)
9038,Altezza Neve,cm,1217,Schilpario,1096,BG,01/01/2004,23/09/2012,S,5095451,588221,10.13948686,46.00695864,POINT (10.13948686 46.00695864)
5859,Precipitazione,mm,582,Bergamo v.S.Giorgio,249,BG,01/01/1989,27/10/2011,S,5058641,552746,9.67729786,45.67931931,POINT (9.67729786 45.67931931)
8123,Temperatura,°C,867,Caslino d'Erba v. 4 novembre,427,CO,24/07/1998,,N,5075784,518046,9.23237261,45.83539031,POINT (9.23237261 45.83539031)
8226,Precipitazione,mm,904,Paisco Loveno,816,BS,20/06/2003,,N,5103599,600282,10.29694303,46.07861336,POINT (10.29694303 46.07861336)
10788,Velocità Vento,m/s,672,Cornale v.Libertà,74,PV,05/07/2022,,N,4987406,493238,8.91415717,45.04008561,POINT (8.91415717 45.04008561)
6835,Umidità Relativa,%,657,Lonato del Garda v.del Marchesino,180,BS,01/01/1999,,N,5035536,615762,10.48078183,45.46375819,POINT (10.48078183 45.46375819)
19045,Velocità Vento,m/s,687,Ferno v.Di Dio,215,VA,11/11/2013,,N,5051773,481053,8.75697656,45.61924753,POINT (8.75697656 45.61924753)
2498,Umidità Relativa,%,137,Rivolta d'Adda Ist. Spallanzani,102,CR,09/06/1993,,N,5032417,540720,9.52068901,45.44409052,POINT (9.52068901 45.44409052)
6431,Radiazione Globale,W/m²,594,Bergamo v.Goisis,290,BG,13/09/1996,,N,5062715,553620,9.68896994,45.71591825,POINT (9.68896994 45.71591825)
14307,Livello Idrometrico,cm,1350,Locate di Triulzi v. Staffora,92,MI,08/11/2012,21/11/2018,S,5022881,515873,9.20267733,45.35926536,POINT (9.20267733 45.35926536)
8134,Temperatura,°C,820,Pisogne,842,BS,21/11/2001,,N,5074267,589881,10.1569491,45.81611569,POINT (10.1569491 45.81611569)
10661,Umidità Relativa,%,1898,Valganna Mondonico,665,VA,18/05/2020,,N,5084612,485317,8.8106663,45.91491984,POINT (8.8106663 45.91491984)
8220,Temperatura,°C,897,Busto Arsizio v.Rossini,242,VA,26/03/2003,,N,5052553,486271,8.82388414,45.62639047,POINT (8.82388414 45.62639047)
9009,Temperatura,°C,1227,Sarezzo Gardone,338,BS,01/01/2004,06/06/2013,S,5060559,592390,10.18662064,45.69242525,POINT (10.18662064 45.69242525)
8121,Livello Idrometrico,cm,866,Paderno Dugnano Palazzolo,168,MI,24/07/1998,,N,5047708,512402,9.15897783,45.58280558,POINT (9.15897783 45.58280558)
14728,Umidità Relativa,%,1545,San Siro Alpe Rescascìa,1285,CO,30/12/2014,,N,5102069,518430,9.2383327,46.0719452,POINT (9.2383327 46.0719452)
2091,Direzione Vento,°,106,Varzi Nivione,500,PV,15/05/2001,,N,4961571,514194,9.17949163,44.80739989,POINT (9.17949163 44.80739989)
19179,Velocità Vento,m/s,1303,Cremona v.Gerre Borghi,36,CR,22/11/2013,,N,4995675,584111,10.06924181,45.10954275,POINT (10.06924181 45.10954275)
6172,Umidità Relativa,%,530,Agrate Brianza v.Ferrario,162,MB,01/01/1999,06/11/2018,S,5046977,527628,9.354094,45.575778,POINT (9.354094 45.575778)
14745,Umidità Relativa,%,1546,Rho Scalo Fiorenza - Prato,143,MI,24/02/2015,,N,5040479,506867,9.0879233,45.51781084,POINT (9.0879233 45.51781084)
9035,Altezza Neve,cm,1212,Castione della Presolana,1180,BG,01/01/2004,02/05/2017,S,5086647,582441,10.06332908,45.92845581,POINT (10.06332908 45.92845581)
14242,Temperatura,°C,1345,Piazzatorre,966,BG,13/10/2012,,N,5093546,553689,9.69328479,45.99338359,POINT (9.69328479 45.99338359)
14669,Velocità Vento,m/s,1383,Sarezzo v.della Fonte,290,BS,05/06/2013,,N,5057824,592468,10.1870962,45.66779897,POINT (10.1870962 45.66779897)
14405,Radiazione Globale,W/m²,1365,Bione,911,BS,18/11/2012,,N,5057931,603395,10.32736288,45.66721826,POINT (10.32736288 45.66721826)
19402,Umidità Relativa,%,1652,Tirano eliporto,481,SO,07/12/2016,,N,5118967,591186,10.18226719,46.2181778,POINT (10.18226719 46.2181778)
2621,Umidità Relativa,%,214,Bigarello,15,MN,25/11/2009,,N,5005622,648246,10.887137,45.18849864,POINT (10.887137 45.18849864)
8193,Precipitazione,mm,862,Lodi v. X Maggio,64,LO,18/02/2003,,N,5018523,539869,9.50869728,45.31908319,POINT (9.50869728 45.31908319)
32336,Umidità Relativa,%,905,Cevo,1128,BS,11/08/2016,,N,5103920,606529,10.37778231,46.08055608,POINT (10.37778231 46.08055608)
19440,Direzione Vento,°,1658,Mornico al Serio torre faro,162,BG,19/04/2023,,N,5049270,562540,9.801841,45.594162,POINT (9.801841 45.594162)
4004,Radiazione Globale,W/m²,140,Motta Visconti SMR,100,MI,28/10/2008,25/08/2020,S,5014273,499103,9.363781,46.134414,POINT (9.363781 46.134414)
32339,Umidità Relativa,%,857,Santa Margherita di Staffora Passo del Giovà,1363,PV,02/09/2016,,N,4947846,517168,9.21663743,44.6837785,POINT (9.21663743 44.6837785)
8228,Precipitazione,mm,907,Varese v.Appiani,416,VA,27/08/2003,,N,5075452,486300,8.82361133,45.83249661,POINT (8.82361133 45.83249661)
5884,Precipitazione,mm,578,Varenna v.Polvani,220,LC,01/01/1991,07/02/2008,S,5095134,522088,9.28531411,46.00942731,POINT (9.28531411 46.00942731)
5865,Temperatura,°C,596,Osio Sotto v.per Levate,182,BG,04/04/2000,,N,5052072,547691,9.61173782,45.62055568,POINT (9.61173782 45.62055568)
14280,Precipitazione,mm,1347,Barzio Piani di Bobbio,1713,LC,14/10/2012,,N,5089669,538832,9.50113918,45.95949713,POINT (9.50113918 45.95949713)
14363,Velocità Vento,m/s,1359,Breno Lago Della Vacca,2410,BS,09/12/2012,,N,5090337,611798,10.4427287,45.95749967,POINT (10.4427287 45.95749967)
8029,Precipitazione,mm,848,Livigno La Vallaccia,2660,SO,11/09/1993,,N,5147768,591251,10.18873661,46.47730866,POINT (10.18873661 46.47730866)
32398,Precipitazione,mm,1680,Vilminore di Scalve Presolana,1856,BG,15/11/2017,,N,5092483,580679,10.041578,45.98117244,POINT (10.041578 45.98117244)
6137,Velocità Vento,m/s,513,Trezzo sull'Adda v.Nenni,199,MI,22/02/2001,,N,5051253,539618,9.508134,45.61370028,POINT (9.508134 45.61370028)
5900,Precipitazione,mm,512,Carate Brianza v.De Gasperi,250,MB,31/03/1996,06/09/2018,S,5057635,518272,9.234603,45.672017,POINT (9.234603 45.672017)
5866,Temperatura,°C,582,Bergamo v.S.Giorgio,249,BG,01/01/1989,14/04/2010,S,5058641,552746,9.67729786,45.67931931,POINT (9.67729786 45.67931931)
4050,Temperatura,°C,146,Mezzoldo Passo S.Marco,1824,BG,30/05/2003,,N,5098490,548644,9.62865186,46.0382628,POINT (9.62865186 46.0382628)
8215,Precipitazione,mm,899,Castiglione delle Stiviere,109,MN,11/03/2003,22/11/2018,S,5025628,618385,10.51193925,45.37416708,POINT (10.51193925 45.37416708)
30523,Livello Idrometrico,cm,1508,Lainate SP 109,160,MI,25/09/2014,,N,5046729,503760,9.04819014,45.57409116,POINT (9.04819014 45.57409116)
30539,Precipitazione,mm,1512,Pogliano Milanese,160,MI,26/09/2014,,N,5042449,500406,9.00519996,45.53557672,POINT (9.00519996 45.53557672)
17589,Velocità Vento,m/s,1889,Val Masino Merdarola,2280,SO,01/08/2019,,N,5119691,544851,9.58163635,46.22931619,POINT (9.58163635 46.22931619)
4022,Direzione Vento,°,142,Caiolo,274,SO,24/05/2002,,N,5111566,561195,9.79251888,46.15492316,POINT (9.79251888 46.15492316)
9041,Altezza Neve,cm,1230,San Giacomo Filippo Lago Truzzo,2064,SO,09/01/2004,,N,5134156,524616,9.31999148,46.36053879,POINT (9.31999148 46.36053879)
11735,Velocità Vento,m/s,106,Varzi Nivione,500,PV,15/05/2001,,N,4961571,514194,9.17949163,44.80739989,POINT (9.17949163 44.80739989)
6159,Umidità Relativa,%,596,Osio Sotto v.per Levate,182,BG,04/04/2000,,N,5052072,547691,9.61173782,45.62055568,POINT (9.61173782 45.62055568)
5922,Temperatura,°C,571,Bormio v.Monte Braulio,1225,SO,01/11/1993,04/10/2016,S,5147136,605598,10.37543275,46.46952397,POINT (10.37543275 46.46952397)
19438,Velocità Vento,m/s,1658,Mornico al Serio torre faro,162,BG,19/04/2023,,N,5049270,562540,9.801841,45.594162,POINT (9.801841 45.594162)
4053,Radiazione Globale,W/m²,146,Mezzoldo Passo S.Marco,1824,BG,19/09/2003,,N,5098490,548644,9.62865186,46.0382628,POINT (9.62865186 46.0382628)
5934,Precipitazione,mm,555,Busto Arsizio v.Magenta,222,VA,25/05/1991,21/10/2018,S,5050810,488313,8.850121,45.61073922,POINT (8.850121 45.61073922)
14075,Temperatura,°C,1325,Collio Memmo,1069,BS,15/03/2012,,N,5073930,602209,10.31552778,45.81136111,POINT (10.31552778 45.81136111)
8093,Altezza Neve,cm,832,Lanzada Palù,2151,SO,01/01/1992,,N,5126972,568128,9.88452786,46.2929069,POINT (9.88452786 46.2929069)
8184,Temperatura,°C,909,Bienno,501,BS,01/01/2003,22/03/2017,S,5088803,599748,10.2869455,45.94555714,POINT (10.2869455 45.94555714)
2278,Precipitazione,mm,119,San Giovanni Bianco Cornalita,622,BG,07/09/2001,,N,5079768,549604,9.63912077,45.86969697,POINT (9.63912077 45.86969697)
14741,Precipitazione,mm,1546,Rho Scalo Fiorenza - Prato,143,MI,24/02/2015,,N,5040479,506867,9.0879233,45.51781084,POINT (9.0879233 45.51781084)
6725,Radiazione Globale,W/m²,644,Vigevano v.Petrarca,107,PV,24/01/2004,09/10/2013,S,5019220,489053,8.86031156,45.32640825,POINT (8.86031156 45.32640825)
2535,Precipitazione,mm,139,Virgilio Mantova Cerese,19,MN,26/09/2003,19/09/2018,S,4997294,641005,9.378006,46.107976,POINT (9.378006 46.107976)
3062,Livello Idrometrico,cm,1363,Golasecca Miorina misuratore,198,VA,09/07/2013,,N,5060406,472667,8.64892962,45.69667041,POINT (8.64892962 45.69667041)
2200,Temperatura,°C,115,Ispra tetto,193,VA,24/09/2003,01/08/2012,S,5073482,470058,9.701628,45.879961,POINT (9.701628 45.879961)
8189,Temperatura,°C,901,Crema v.Camporelle,103,CR,04/03/2003,,N,5022780,552590,9.67144061,45.35656022,POINT (9.67144061 45.35656022)
9005,Temperatura,°C,1214,Oltre il Colle Acquedotto,1084,BG,01/01/2004,16/01/2012,S,5082095,559544,9.76747367,45.88984764,POINT (9.76747367 45.88984764)
8122,Precipitazione,mm,867,Caslino d'Erba v. 4 novembre,427,CO,24/07/1998,,N,5075784,518046,9.23237261,45.83539031,POINT (9.23237261 45.83539031)
9312,Direzione Vento,°,646,Como Villa Gallia,201,CO,01/01/1999,,N,5073500,505203,9.06697886,45.81504217,POINT (9.06697886 45.81504217)
11158,Umidità Relativa,%,1230,San Giacomo Filippo Lago Truzzo,2064,SO,30/09/2011,,N,5134156,524616,9.31999148,46.36053879,POINT (9.31999148 46.36053879)
32259,Umidità Relativa,%,832,Lanzada Palù,2151,SO,27/10/2016,,N,5126972,568128,9.88452786,46.2929069,POINT (9.88452786 46.2929069)
11144,Temperatura,°C,143,Livigno Passo Foscagno,2320,SO,08/09/2011,,N,5149692,592662,10.20748854,46.49442378,POINT (10.20748854 46.49442378)
12728,Radiazione Globale,W/m²,1974,Grone San Fermo,1246,BG,30/08/2020,,N,5066048,572800,9.93587297,45.74415628,POINT (9.93587297 45.74415628)
2336,Precipitazione,mm,123,Cavenago d'Adda,67,LO,08/08/2002,,N,5013018,544138,9.56265997,45.26927396,POINT (9.56265997 45.26927396)
14279,Altezza Neve,cm,1347,Barzio Piani di Bobbio,1713,LC,15/10/2012,,N,5089669,538832,9.50113918,45.95949713,POINT (9.50113918 45.95949713)
8113,Livello Idrometrico,cm,861,Golasecca Miorina,204,VA,24/07/1998,08/01/2019,S,5060406,472667,8.64892983,45.69667125,POINT (8.64892983 45.69667125)
2146,Temperatura,°C,111,Cassina Valsassina Moggio,1234,LC,01/01/2002,,N,5084512,538583,9.49750222,45.91309369,POINT (9.49750222 45.91309369)
14099,Velocità Vento,m/s,1326,Toscolano-Maderno,70,BS,22/03/2012,,N,5054923,626016,10.61687842,45.63641172,POINT (10.61687842 45.63641172)
8380,Livello Idrometrico,cm,859,Luino v. Piero Chiara,205,VA,24/07/1998,,N,5094539,480080,8.74272325,46.00414283,POINT (8.74272325 46.00414283)
5923,Precipitazione,mm,567,Chiavenna v.Cerletti,333,SO,27/10/1993,31/12/2010,S,5129768,530454,9.39559186,46.32081378,POINT (9.39559186 46.32081378)
19106,Velocità Vento,m/s,596,Osio Sotto v.per Levate,182,BG,30/01/2014,,N,5052072,547691,9.61173782,45.62055568,POINT (9.61173782 45.62055568)
9387,Umidità Relativa,%,1212,Castione della Presolana,1180,BG,29/01/2009,,N,5086647,582441,10.06332908,45.92845581,POINT (10.06332908 45.92845581)
2002,Umidità Relativa,%,100,Milano Lambrate,120,MI,29/06/2001,,N,5038171,520120,9.2575154,45.49677982,POINT (9.2575154 45.49677982)
19121,Velocità Vento,m/s,572,Morbegno v.Cortivacci,262,SO,24/01/2014,29/09/2015,S,5108901,543736,9.56624,46.135486,POINT (9.56624 46.135486)
9396,Umidità Relativa,%,1201,Canevino,455,PV,17/12/2008,,N,4975743,521751,9.275674,44.93479528,POINT (9.275674 44.93479528)
8110,Livello Idrometrico,cm,826,Gavardo SP 116,205,BS,01/01/1998,,N,5049767,612403,10.44108528,45.59235897,POINT (10.44108528 45.59235897)
9011,Temperatura,°C,1230,San Giacomo Filippo Lago Truzzo,2064,SO,09/01/2004,,N,5134156,524616,9.31999148,46.36053879,POINT (9.31999148 46.36053879)
12712,Direzione Vento,°,125,Castello d'Agogna,106,PV,22/05/2020,,N,5010411,476502,8.70057165,45.24680044,POINT (8.70057165 45.24680044)
8163,Precipitazione,mm,859,Luino v. Piero Chiara,205,VA,05/07/2000,,N,5094539,480080,8.74272325,46.00414283,POINT (8.74272325 46.00414283)
9037,Altezza Neve,cm,1077,Oltre il Colle Zambla,1138,BG,28/10/2012,,N,5082261,561209,9.78893967,45.89119304,POINT (9.78893967 45.89119304)
9818,Radiazione Globale,W/m²,671,Mantova Tridolino,22,MN,30/12/2004,01/02/2024,S,5001664,646147,10.859272,45.153328,POINT (10.859272 45.153328)
19442,Umidità Relativa,%,1659,Mornico al Serio campo sportivo,162,BG,14/04/2017,,N,5049158,562551,9.801961,45.593154,POINT (9.801961 45.593154)
14772,Direzione Vento,°,1553,Mozzanica v.Donizetti,104,BG,20/07/2015,,N,5036208,553342,9.68248866,45.47736192,POINT (9.68248866 45.47736192)
14603,Radiazione Globale,W/m²,1379,Gargnano,984,BS,15/07/2015,,N,5065317,625847,10.61740677,45.72996009,POINT (10.61740677 45.72996009)
14089,Umidità Relativa,%,1326,Toscolano-Maderno,70,BS,22/03/2012,,N,5054923,626016,10.61687842,45.63641172,POINT (10.61687842 45.63641172)
8104,Temperatura,°C,851,Treviso Bresciano Cavacca,1147,BS,01/01/1998,,N,5064493,616659,10.49916675,45.72416486,POINT (10.49916675 45.72416486)
14684,Temperatura,°C,1420,Gordona,1362,SO,20/03/2014,,N,5126494,526127,9.33920315,46.29151911,POINT (9.33920315 46.29151911)
8583,Precipitazione,mm,999,Laveno-Mombello Poggio S.Elsa,950,VA,23/06/1999,,N,5084222,471939,8.63818571,45.91099372,POINT (8.63818571 45.91099372)
8201,Precipitazione,mm,858,Santa Margherita di Staffora Casanova,575,PV,01/01/2003,,N,4957210,518916,9.23905083,44.76803261,POINT (9.23905083 44.76803261)
2136,Radiazione Globale,W/m²,110,Gonzaga Palidano,22,MN,07/05/1999,,N,4980052,638675,10.75828107,44.96037167,POINT (10.75828107 44.96037167)
6588,Radiazione Globale,W/m²,574,Lecco v. Amendola,214,LC,01/01/1998,15/07/2008,S,5077479,530713,9.39558125,45.85019631,POINT (9.39558125 45.85019631)
32382,Precipitazione,mm,1679,Sormano rifugio Alpetto,1158,CO,28/11/2017,,N,5083535,518233,9.23506881,45.90514139,POINT (9.23506881 45.90514139)
19148,Velocità Vento,m/s,595,Filago v.Don Milani,190,BG,25/11/2013,,N,5053519,543342,9.55609572,45.63387247,POINT (9.55609572 45.63387247)
8127,Temperatura,°C,872,Brembate di Sopra Ponte Briolo,260,BG,24/07/1998,23/08/2011,S,5062019,545719,9.58739228,45.71022186,POINT (9.58739228 45.71022186)
22011,Precipitazione,mm,1890,Tavernole sul Mella Monte Guglielmo,1790,BS,14/10/2019,,N,5067376,591417,10.17540709,45.75389593,POINT (10.17540709 45.75389593)
11190,Umidità Relativa,%,846,Edolo Pantano d`Avio,2108,BS,06/11/2011,,N,5114768,613679,10.47282844,46.17700799,POINT (10.47282844 46.17700799)
2597,Umidità Relativa,%,205,Montevecchia cascina Butto,385,LC,06/10/2014,,N,5061321,529882,9.38387611,45.70480511,POINT (9.38387611 45.70480511)
8001,Precipitazione,mm,855,Varzi v.Mazzini,485,PV,01/01/1998,19/09/2018,S,4963189,515657,9.19805102,44.82194363,POINT (9.19805102 44.82194363)
14299,Velocità Vento,m/s,1347,Barzio Piani di Bobbio,1713,LC,16/10/2012,,N,5089669,538832,9.50113918,45.95949713,POINT (9.50113918 45.95949713)
9334,Velocità Vento,m/s,635,Tavazzano con Villavesco Enel,80,LO,16/05/2004,03/08/2015,S,5020197,533382,9.42603242,45.33449008,POINT (9.42603242 45.33449008)
9390,Umidità Relativa,%,1216,Valbondione,1784,BG,01/12/2000,,N,5101745,580328,10.03860694,46.06456797,POINT (10.03860694 46.06456797)
9311,Umidità Relativa,%,646,Como Villa Gallia,201,CO,01/01/1999,,N,5073500,505203,9.06697886,45.81504217,POINT (9.06697886 45.81504217)
14624,Livello Idrometrico,cm,1381,Castiglione Olona v. XXIV Maggio,268,VA,27/03/2013,,N,5067247,489587,8.8661021,45.75870277,POINT (8.8661021 45.75870277)
9091,Precipitazione,mm,1211,Castronno,379,VA,01/01/2004,,N,5066146,486058,8.82076322,45.74873297,POINT (8.82076322 45.74873297)
9120,Precipitazione,mm,1219,Casalbuttano ed Uniti,56,CR,15/01/2005,,N,5011836,575599,9.96349494,45.25595928,POINT (9.96349494 45.25595928)
8142,Livello Idrometrico,cm,878,Darfo Boario Terme SS 42,205,BS,21/11/2001,13/12/2015,S,5080335,589760,10.15652706,45.87072956,POINT (10.15652706 45.87072956)
14145,Umidità Relativa,%,1330,Olgiate Comasco v.Repubblica,400,CO,18/04/2012,,N,5068834,497872,8.97262961,45.77306208,POINT (8.97262961 45.77306208)
8015,Precipitazione,mm,833,Gerola Alta Pescegallo,1875,SO,01/01/1992,,N,5097116,544202,9.57112074,46.0261969,POINT (9.57112074 46.0261969)
5856,Precipitazione,mm,595,Filago v.Don Milani,190,BG,07/12/1991,,N,5053519,543342,9.55609572,45.63387247,POINT (9.55609572 45.63387247)
